Label,Tweet
1,@ImtiazGul60 @CPEC_Monitor @CpecParliament Morning sir hope you are feeling better now and have a wonderful day
1,The progress &amp; future plan of action wz discussed by conveners of JWGs on  ~Energy ~Transport Infrastructure ~Gwadar ~Socio-Economic Development ~Security ~Long-Term Planning of CPEC ~Industrial Cooperation ~International cooperation ~Science &amp; Technology ~Agriculture Cooperation https://t co/rIKh0mz2Th
1,CPEC: China Aid Technical &amp;amp; Vocational Institute of Gwadar Port Project completed 
0,@AdiMian6 @yagesh_ 72 Number Reward Is Your Kamyabi  #GBIsNotPakistan #CPEC Is An #ILLEGAL #PROJECT #FreeBalochistan #FreeSindhuDesh #FreeAfghanistan #FreePashtunistan  #StopGenocide Support #War_Against_Jihad
1,CPEC developments this week:   • Chinese companies will invest $15 billion in Pakistan’s petrochemical industry at Gwadar port  • ECC approved Rs28 billion for the defense ministry to fortify CPEC’s security    Access our latest issue:   
1,Congratulations to the successful 10th JCC meeting for #CPEC! All relevant authorities briefed progress  every local representative talked about development  many deliverables were made  and a new JWG on IT was set up  All contribute to the high quality development of CPEC! https://t co/EHuj6L9HvC
0,Pak to make partial payments to agitated Chinese companies for CPEC projects https://t co/6HeV6B9pXT #InternationalNRIEnglish #LatestNewsEnglish
0,China is also using confidentiality clauses barring borrowers from revealing terms and conditions of the engagement or even the existence of the debt itself  One place where public debt is being hidden under the garb of private debt is CPEC  
1,Dr Moeed Yusuf  National Security Advisor  has said that Pakistan’s geostrategic location provides it with opportunities of connectivity through #CPEC  development partnerships with other countries and peace within #Pakistan  and good relations with neighbours  https://t co/lMLkbOpanX
0,PML-N is hatching conspiracies and spreading negative propaganda against the national intuitions and CPEC projects to hide corruption of its leaders: Information Minister @fawadchaudhry https://t co/YgVkJ2qPvJ
1,@AliSalmanPTI This initiative will be a platform for cross learning  sharing knowledge  &amp; exchanging the best practices in view of readiness the skilled youth to meet the requirements of CPEC projects  P-TEVTA under leadership of Worthy Chairperson is a role model for other Provincial TEVTAs 
1,What have we done in those two years? We took the #CPEC from the Planning and Development Division  which was doing a great job  and set up the CPEC Authority at the behest of the generals 
0,“Chinese ambassador has complained to me that you have destroyed #CPEC and no work was done in the past three years ” Chairman says #Pakistan has messed up  #China angry like hell  
0,#Balochistan #naturalgasfields-#China of plundering the #economic wealth constr of #modern #transportation ntwrk #energyprojects  #SEZs u/ #CPEC #BalochFreedom #BalochResistance @AmrullahSaleh2 @AdityaRajKaul @dawn_com #BalochistanIsNotPakistan #SanctionPakistan https://t co/U94FA6tmpr
0,@ProudIndAB @Kaala_Nag Great! Chinio ki fatti padi hai   from economic front to real estate business to electricity generation based on coal to ports(empty now a days) to diplomatic to CPEC failure to #ChineseVirus crisis   worst affected is China brand and its reputation globally   😜
1,@majorgauravarya Major Sahib have u ever seen the beauty of travelling on #CPFC   We understand India is far behind in infrastructure from #Pakistan   Kindly visit Pakistan we will show u the #CPEC https://t co/x8QztshkPv
1,CPEC progress and major regional changes brought  to table by Pakistan and China  #PakChinaMediaForum
1,Karachi coastal zone inclusion in CPEC a 'game-changer'  says PM Imran Khan https://t co/IGGapVDH91
1,Calling the initiative a “game-changer”  the prime minister said the coastal development project would clean up marine habitat for fishermen and develop 20 000 low-income housing units  besides presenting opportunities for investors   
1,MULTI-BILLION CPEC PROJECT TO ‘PLACE KARACHI AMONG WORLD’S TOP PORT CITIES’  #ARYNews   
1,@SoumojitChatte3 @EdChintan @SamRamani2 Chiterji    U r not living in pk  u r in india so stay in india   Cpec is irreversible   It ll go on and on   Dasu dam ll complete in next 2 to 3 years   In front of ur eyes  
1,Regarding the overall path of CPEC  he said it had passed the first stage of a few big projects and was now spreading to the overall economy where investment decisions would be made by individual companies  https://t co/mPO5FWQjy1
1,@syedalizia1992 Why do we need to be apologetic about it? Afghan Taliban are great people  we love them and we would like them to be part of CPEC!
0,Gawadar without water and electricity but still center of #CPEC Gawadar belongs to people of Gawadar  If there is nothing for them in CPEC there will be no CPEC  https://t co/Od1HScvnbn
1,Anti Glare Shields Installation in progress at Western Route Hakla to D I Khan Motorway  Package 2B - Rehmani Khel to Kot Belian https://t co/STGMLGRp2L will be opertional for traffic in Oct 2021  https://t co/GdiWoJrCtm
0,@MirMAKOfficial Yes sir  strained relations with China  Check coordinated attacks happening around CPEC in favorable media recently  Govt trying its luck to appease Americans  starting with trying to have 'the phone call'  Dasso dam tragedy was raised in UNSC by China against its weather friend
1,CPEC updates at Gwadar: Construction Work on Gwadar East Expressway under CPEC completed 46%   Total $51 billion allocated for    CPEC updates at Gwadar https://t co/9AU1UrrRYZ
1,Dr  Syed Hussain Shaheed Soherwordi  Chairman Dept of IR  University of Peshawar highlighted that initiatives like BRI  CPEC  TAPI are for connectivity &amp; development of our region  He also mentioned that there is an international academic disconnection that needs to be addressed  https://t co/9Ru1e6cpUi
1,China is leading the world in the field of e-commerce  Last year  its e-commerce transaction was $2 trillion   
0,#Pakistan to pay off $1 4 billion in Accounts Payable to #Chinese CPEC investors https://t co/y5sznnLSty
0,#GBIsNotPakistan #CPEC Is An #ILLEGAL #PROJECT #FreeBalochistan #FreeSindhuDesh #FreeAfghanistan #FreePashtunistan  #StopGenocide Support #War_Against_Jihad https://t co/US3pKI5GWV
1,@SaleemFarrukh 1  'Absolutely Not' for the first time to US instead of 'Do More' 2  China willing to expand CPEC to Afghanistan &amp; beyond  3  Pakistan civilion n military leadership receives number of calls&amp;delegations  4  We're setting up 100 more textile units  which will add $5bn in exports 
1,Bishap Awaran and Nokondi Mashke are very imp road for CPEC https://t co/mgfmHc7nzh
1,Pakistan  China collaborate for newer cotton seed varieties  
0,#GBIsNotPakistan #CPEC Is An #ILLEGAL #PROJECT #FreeBalochistan #FreeSindhuDesh #FreeAfghanistan #FreePashtunistan  #StopGenocide Support #War_Against_Jihad https://t co/T8Yy5tzs91
1,Chinese Consul General  Li Bijan visits today Sindh Education and Culture Minister  Sardar Shah and discusses inclusion of cultural interventions into #CPEC  Both agreed to revive centuries old cultural linkages between China and Indus Valley as inheritors of both civilizations  https://t co/siirOnoamQ
1,@Legend46577864 @advtariqbaloch We RIPs india in every field  RIP recently in AFG  now we free to focus back on kashmir and other issues  these fake threats will be also RIPs soon  India future is worrying as we will emerge Asian Tiger via CPEC and peace in AFG after emergence of china as world super power
0,@ZohaibBilal17 @Faiziofficial05 @AbhinabChakra11 @PallaviJaiswal0 One thing I noticed is you are living in fools land  I am saying your CPEC is a joke for us and we are enjoying seeing you guys getting screwed  this is still not getting in to your head  You please stick to RAA ki saazish  u r fit for that only 
1,Minister for Planning and Development @Asad_Umar said Pakistan has designed an expanded security system which has been shared with Chinese side to provide secure working environment to those working on #CPEC related projects @CathayPak 
1,Today is a big day as both governments (Pakistan &amp; China) holding the 10th Joint Cooperation Committee meeting  in Islamabad  #CPEC #BRI #JCC https://t co/endAghBvd2
1,China has been one of the most loyal friends to Pakistan and mega project CPEC depicts it truly  On the eve of China's 72nd independence day  China Machinery Engineering Corporation (CMEC) organized an event for Pakistani employees to let us know about China  its culture food etc https://t co/WPxWskLWOG
1,In another step towards the prosperity of Balochistan  National Highway Authority (NHA) is launching the dualization work of Khuzdar-Kuchlak Section of National Highway (N-25)   
1,Prime Minister Imran Khan praised the inclusion of Karachi's coastal development plan in the China-Pakistan Economic Corridor (CPEC) on Sunday  saying the measure will elevate the city to the level of developed port cities around the world  #propertynews #ImranKhan #Karachi #CPEC https://t co/ntkuNxctWl
1,#CPEC brings #Pakistan billions of dollars in #directinvestment  (#Balochistan - #Gwadar)      
1,Pakistan will not downgrade its relationship with China at any cost: Dr Moeed Yusuf  @YusufMoeed https://t co/zdZYdFAO2h
1,@AajKamranKhan @AajKamranKhan  You are causing us an  embarrassment for Pakistan  you are part of game againt CPEC
0,Typically Chinese game plan is to subvert sovereignty of nations  Most of d #BRI projects unlikely 2 b financially viable #Gwadar port &amp; road connecting Karakoram Highway provides alternate energy route 2 🇨🇳 but will remain 🇵🇰 burden  Sustainability issue 🧐 #CPEC #PakEconomy https://t co/o73twNwDQS
1,China state-affiliated media responds to propaganda against CPEC by the ghq's mouthpiece  https://t co/8WfCnhmm6a
1,Pak on Thursday committed with Beijing that it would not reopen $15 billion deals of energy projects under CPEC  With written assurance to China  the chapter opened by PM Khan on reducing power tariffs and withdrawing tax concessions seems closed now  https://t co/e4RlCTFAyg
1,The Daily Green Post: CPEC A Game Changer For Pakistan https://t co/VAguJ6KKid
0,So Iran is now using its sectarian proxy to de stablize CPEC? https://t co/o2ZuAXEh2i
1,Pakistan played a pivotal role in normalizing Sino-US ties back in 1970s: Ambassador Khalid Mahmood https://t co/4SBt5tDu1k
1,#Pakistan is the best option for that you can establish Giga in Pakistan under green policy tax exemption for new entrants   Tesla can expand it's operations in Middle East  Northern Africa and Central Asia by making Giga Factory in Pakistani as Pakistan is connected to OBI&amp;CPEC  https://t co/HUAlYUCYJe
1,China Pakistan Economic Corridor (CPEC) | Updates &amp; Discussions: China and Pakistan to step up cooperation on building oil pipelines  rail links Beijing: China and Pakistan are expected to step up their efforts to build oil pipelines and railroads… https://t co/aok3RL6FjP
1,PM Imran Khan to Break Ground on the Karachi Circular Railway Project Today Click to link for more details:  #raahtv #pakistan #karachi #kcr #pti #imrankhan #primeminister #theprimeminister #primeministerkhan #pmkhan #sindhgovernment #cpec #karachirailway https://t co/5AbHtG6dL1
1,Mr  Jam Kamal Khan stated that Balochistan serves to be the land of opportunities since through CPEC #OurHopeJamKamal
0,#GBIsNotPakistan #CPEC Is An #ILLEGAL #PROJECT #FreeBalochistan #FreeSindhuDesh #FreeAfghanistan #FreePashtunistan  #StopGenocide Support #War_Against_Jihad https://t co/KdOquPZvu2
1,Thankyou President Asif Ali Zardari    🔹18th Amendment 🔹CPEC 🔹Aghaz-e-Huqooq Balochistan 🔹NFC Award  🔹Pak -Iran Gas Pipeline  🔹Identity to Pashtoon  🔹BISP 🔹100% increment in salaries and pension #NaDarnayWalaZardari @BBhuttoZardari  @BakhtawarBZ @AseefaBZ https://t co/BAxYGxRsZM
1,Since their birth both #Pakistan and #China have been the best supporters of each other for a better world  #CPEC proves to be the best example of solid friendship bw the two neighbouring countries  #PakChinaMediaForum https://t co/NgppTPfc0L
1,CPEC is big example of Pak-China friendship  #PakChinaMediaForum
0,@KesariDhwaj @cvkrishnan While Pacific is right under eyes of US  it's IOR that's mixed-up  The trade volume &amp; critical oil supply can't be ensured through CPEC  That's one reason why China building naval assets rapidly &amp; also drawing India up north so that our Navy gets less allocation &amp; remains weak
0,China’s interest in CPEC has very strong military undertones and hence  it must be stopped   disrupting China’s military expansionism in South Asia is independent Balochistan   #حمدالله #ShehnaazGiIl #القادسيه_العربي #BrianLaundrie #اليوم_الوطني_السعودي #دفن_الهلال #لبنان https://t co/Eg6RssrwBL
1,#Pakistan has discussed #Taliban-led #Afghanistan joining the multibillion-dollar #China-Pakistan Economic Corridor (#CPEC) infrastructure project  the Pakistani ambassador to the country said on Monday  #Kabul #TalibanTakeover  
1,Khalid Mansoor   Special Assistant to Prime Minister on CPEC Affairs and Chairman CPEC Authority   shedding light on the importance of CPEC that how this is going to connect both countries to explore the mutual opportunities #LeadersInISB  #LeadersInIslamabad https://t co/hCopFs17uM
1,Another good news! | Suki Kinari Hydropower Project On 2nd Oct  the headrace tunnel section between Intake and Adit #1 was completed and accurately breakthrough  The total length between 2 sections is more than 2 km  #SKHPP #Hydropower #CPEC #Pakistan https://t co/Zm6kjxCm3f
0,"'At the Senate Standing Committee on Planning  S Mandviwala  a former finance minister and now chairman of the committee  said that the Chinese were complaining that a flagship CPEC programme had been ruined over the past three years and many companies were unhappy"""
0,8 Feb/3 April/13 June  2019: Murad Saeed alleged 50B loss to national exchequer due to corruption in Multan Sukkhar Motorway  PTI also questioned PMLN on Orange Line  Chinese  in a rare move  refuted allegations of corruption in Global Times  #CPEC suffered  Now on repeat by PM🤦‍♀️
1,@adnanCad You are right  out of thos power projects various were under CPEC too  plus economis growth above 5% puts pressure on imports
1,Suki Kinari Hydropower Project  a #CPEC clean energy project with total capacity of 884MW  successfully achieved another remarkable milestone! Steady progress has been made amid COVID-19  #CPECMakingProgress #CPEC https://t co/eF6lomRpT0
0,The first-ever massive crowd gathered in #Gawadar on the call of Mulana Hidayat Ur Rehman of Jamiat Islami against the unavailability of basic amenities the residents &amp; an unnecessary ban on fishing Gwadar z always n news 4 CPEC but the media stays silent over Gawder's grievances https://t co/ziTapathnR
1,@mbilalghauri Govt says #CPEC facing no slowdown https://t co/if3dfY2oJz 5 864MW projects completed since 2018-19 as per latest figure
0,Koi kaam bataye 75 saal ma leave CPEC we did that benefit PK? We did everything that hurt PK-its our history!  In a country where Dog is more pampered then kashmiri like me-how PK can change without evolution https://t co/wYRlp5pbtD https://t co/WB1jgRn68I
1,Fahad Ashraf envisions to take this project to CPEC  Shahrah-e-Faisal and Mall Road of Lahore    #WorldWithoutWaste https://t co/BUBtkF1bpa
0,#Pakistan has never had qualms in deceiving anyone- friends or partners  The West has learnt this only after getting its hands burnt  The Islamic World is realizing it too  Its next victim  is China whose #CPEC dreams are bound to go sour  @BushraGohar 
0,@1stredray @OSINT_Insider @TheWolfpackIN They have leased out some infrastructure assets and Gwadar port will be of China very soon    Whole Facade of CPEC is for an alternate sea route to Europe and America
1,All of sudden      CPEC panel okays ambitious Karachi coastline plan https://t co/fVca4oX10o
1,The Vice-Chairman NDRC appreciated the holding of JCC meeting despite Covid-19 Pandemic  He said; after successful completion of phase-1 of #CPEC  high consideration is being given to #industrial_cooperation  #agriculture  #science &amp; #technology and to socio-economic cooperation https://t co/KhnLzgrdA3
1,CPEC continues successfully in challenging times  Phase-II projects meeting deadlines; Asad Umar: ISLAMABAD  Sep 23 (APP):Federal Minister for Planning  Development and Special Initiatives said… https://t co/06Z4o8crM8 #HBDShehbazSharif #IndiaBehindThreats #IndianSportsTerrorism
0,Despite utter CPEC failure  Pakistan &amp; China discuss projects under 'Phase-2' https://t co/JBvbrMiS08
0,@CPEC_Official @PakPMO @ImranKhanPTI @ArifAlvi @PresOfPakistan @SMQureshiPTI @ForeignOfficePk @FMPublicDiploPK It looks you are making a joke for the Pakistan &amp; People 
1,Over 7 lakh direct jobs likely to be created by CPEC in Pakistan  Gawadar is no doubt future of Pakistan    #GawadarPakistankishan
1,Appreciating the efforts of Maritime Affairs ministry  Prime Minister Imran Khan termed inclusion of Karachi Comprehensive Coastal Development Zone in China Pakistan Economic Corridor (CPEC) as a ‘game changer’   
1,Pakistan to quell opposition against its relationship with China  says Ambassador Haque  
0,@HMukkaram @MirMAKOfficial 3 years   pandemic didn't start in Pakistan till 27th February 2020  SAPM said it himself in standing committee in Senate that 0 progress on CPEC project in last 3 years 
1,Locals greet road workers as the arrive to participate in construction of the #Karakoram Highway  The 13300kilometers long #KKH  the only road link between #China and #Pakistan  was constructed by PLA and Pakistan Army soldiers and opened in 1979 for public   #CPEC https://t co/dFg0JkAzF4
0,@AdiMian6 @CavilCulpeper #GBIsNotPakistan #CPEC Is An #ILLEGAL #PROJECT #FreeBalochistan #FreeSindhuDesh #FreeAfghanistan #FreePashtunistan  #StopGenocide Support #War_Against_Jihad
0,Tricking and treachery are common to brothers at arm  Trap is set #Taliban for China and #CPEC for Pakistan  The game begins but the playground seems #Balochistan  Difficult to predict the winner but #Baluchis will surely be the loser https://t co/QzomFumaNZ
1,The federal government unveiled an ambitious plan to rebuild #Karachi’s coastline under the #China-#Pakistan Economic Corri­dor (#CPEC) with $3 5 billion “direct Chinese investment” that aims to overhaul city’s seaboard with new berths for the port  #currentpins https://t co/xGHCguyWRe
1,Don't worry @TheRealPCB we the people of Pakistan behind you  World jealous because of CPEC   #AbsolutelyNot  #deeppockets #ENGvPAK
1,Asad vows to multi billion dollars CPEC project #Pakistan #AsadUmar #CPEC #China #DTD https://t co/FIfrsrwyAH
0,@CPEC_Official Pakistan Foreign Minister and Pakistan Embassy china failed  to resolve students issue @ImranKhanPTI @ArifAlvi  @Shafqat_Mahmood @AmbNong @CathayPak #TakeBackPakStudentsToChina  #takeUsBackToChina
0,As we wallow in confusion others are working on their agendas  The Tal on the Islamic nirvana they dream of; the US to thwart China/CPEC while sanctioning Pak en route and Modi on a war with Pak to slake the thirst of islamophobic India and win another term 
1,My assesnent at the time of  cancellation of NZ tour was absolutely right which has been endorsed by the UK and shall b fol by the Australia  Its a Five Eye playing world politics against Pak for  sranding rock solid wd china/CPEC and telling Absolutely not to USA  Stand united https://t co/V0Ji6Ejxtr
1,PM Imran assures of expeditious progress on CPEC projects https://t co/4zYOiIYmoQ
1,CPEC Thahkot-Havelian project wins ENR’s best project award: ISLAMABAD  Sep 29 (APP):The Engineering News-Record- an American weekly magazine has awarded the Karakoram Highway Phase-II… https://t co/FsRE2brx98 #NationalT20Cup #HindutvaStateTerror #MuslimLivesMatter
0,@TheWolfpackIN CPEC has been lifeless fron the begining  while Iran has resources to pay back  Pak doesn't have any oil  That's why China invested 10 times more in Iran  Now it would pay off Taliban to ensure safety of oil pipelines through their territory
1,PM terms Karachi coastal zone inclusion into CPEC as a game changer: ISLAMABAD  Sep 26 (APP): Prime Minister Imran Khan Sunday while lauding efforts of the ministry of Maritime Affairs  termed… https://t co/yWaJfunnk8 #NationalT20Cup #HindutvaStateTerror #MuslimLivesMatter
0,@ayeshaijazkhan Your tweet depicts your low IQ   Considering a hostile enemy in the east and western neighbors hell bent on sabotaging CPEC   For Political engg   Your pain is understandable as late night meetings at gate 9 are not working 
1,Karachi Coastal Comprehensive Development Zone (#KCCDZ) will be built under the framework of #CPEC with an expected investment of 3 5 billion $ initially  A harbour bridge will connect this zone to the #Karachi city via Manora Island &amp; Sandspit beach  https://t co/kAv4Amxun6
1,@alone_walker07 Wait and watch  india too would be included in this once CPEC becomes operational  israel do not have any link with indian ocean otherwise israel would  also have got these subs 
0,Gilgit-Baltistan  which hosts the glaciers that provide water to the Indus  and through which CPEC runs  is missing critical filtration infrastructure for its water supply  today in @third_pole: https://t co/QVGplgn7pQ  @zofeen28 @rafay_alam
1,#CPEC framework needs to set up a joint working group on #Tech 
1,My exclusive interview on the successful 10th JCC meeting for #CPEC with Daily Times is published  China and Pakistan are committed to success of CPEC  Read more for details: 
1,Suki kinari Hydropower Project is located on the Kunhar River in the beautiful valley of Kaghan  KPK  As a key project in the list of the first batch of priority projects of CPEC   #SKHPP #SukiKinari #Hydropower #CPEC #Naran #Kaghan #CheapEnergy #Dam #KPK #Pakistan https://t co/TrCA0C8nT6
0,@shazbkhanzdaGEO @MuradSaeedPTI u hv no credibility u just make PMsb happy thts wht ur duty is after giving loose statements u Ur Govt failed to prove any of ur accusations n coz of Ur Govt CHINA isn't comfortable CPEC wch  Ur PM claimed facts sld com on surface why isn't Ur Govt telling abt thm
1,As a token of special friendship to #China  #Pakistan made a humble contribution to the restoration of a section of the Great Wall in the 1980s  A plaque installed there is a reminder of friendship which Pakistan presented to brethren and sisters in China  https://t co/ZtwlS5if9z
1,PM VOWS TO ACCELERATE PACE OF WORK ON CPEC PROJECTS  Read More : https://t co/AnNAkM5V0C  #Newsonepk  #CPEC #ImranKhan
0,To add to your miseries  #Chinese investment in energy thru #CPEC will produce so costly energy  which Pakis can't buy &amp; sent to #Xinjiang  #China to Use #Pakistan coal  pollute Pak &amp; get energy for itself  @asthana_shashi https://t co/c3szyjbnhu
1,Working on reviving confidence  (#CPEC  #Balochistan - #Gwadar)      
1,@mark_buda @SkyNews This was political move made by NZ  UK and Australia  It has nothing to do with security but rather geo political situation where Pakistan is host to Multibillion dollar project CPEC  First UK doesnt want to invest in Pakistan and when China does they start $hiting bricks 
1,Welcome to an abode which is truly extraordinary   Located along CPEC route &amp; close to international airport  Your investment in nova city is destined to ne profitable #skymarketing https://t co/0JLF89ueW9
1,I wanna know the cultural contribution/opportunities CPEC might bring in     @CPEC_Official @CPEC_Monitor  #Pakistan #china
1,Huge economic transformation project for Karachi under CPEC launched    #AAPakistan #Pakistan #CPEC #CpecMakingProgress #KCCDZ #China https://t co/A1Ay90mxGB
1,According to Umar there was also progress on the development and operationalisation of the Gwadar port and free zone that reflected the optimism of CPEC’s future  particularly in industrial cooperation   #etribune #latest
1,PM inaugurates Matiari to Lahore 600 KV transmission line and vows to accelerate work on #CPEC projects https://t co/o8vX3LuuFA
0,#GBIsNotPakistan #CPEC Is An #ILLEGAL #PROJECT #FreeBalochistan #FreeSindhuDesh #FreeAfghanistan #FreePashtunistan  #StopGenocide Support #War_Against_Jihad https://t co/oJ2hzMiLXd
1,He said earlier today via his official Twitter handle that the inclusion of KCCDZ “in CPEC is game changer”  It will clean up our marine habitat for fishermen  develop 20 thousand low-income housing units and “present opportunities for investors” 
0,What the heck is this   Students are losing their lives  They are on the roads  asking for a secure future  And here you chanting the CPEC CPEC     For God Sake @ImranKhanPTI ship  Hosshhh k nakhun len   #HaniBaloch #MdcatStudentsAtDChowk https://t co/GdM7mx0EUE
1,Pakistan  China agree to include KCCDZ in CPEC https://t co/N2BIWQPI9k https://t co/hVJepTQReL
1,Phase-2 of #CPEC is even more promising as it broadens the scope of cooperation and focuses on;  ▪️Industrial  ▪️Scientific and Technological as well as  ▪️Agricultural cooperation   Federal Minister @Asad_Umar  🇵🇰🤝🇨🇳 #10thJCC #LongLivePakChinaFriendship https://t co/sI21P5eHy2
0,#CPEC On Indian Land Property of INDIA  Who ? What ? China  Construction on Indian Land  So Only India holds the RIGHTS  Wait a little  time will tell who uses #CPEC https://t co/Hh4LYjoNN5
0,#China on Thursday asked Islamabad to improve security conditions for its workers in #Pakistan as a 'precondition' for progress on CPEC projects https://t co/qcCDm7zMLP
0,Pakistani government handed over secret documents of #CPEC to #US  Hafiz hamdullah claimed https://t co/aJ1XUHuqRP
0,Zero point of new 166 Km Gilgit Skardu Highway under constructed by FWO    !! #GilgitBaltistan #Gilgit #Skardu #Pakistan 🇵🇰🇵🇰 https://t co/A1pLTXRGJt
1,How #CPEC Is Benefitting The #Tourism Industry Of #Pakistan ? #Gwadar   
1,Foreign Ministry Spokesperson Hua Chunying said thatChina and Pakistan need to work together to fight back against disinformation  and asked the other countries to join hands to enhance mutual trust and coordination to tackle the issue of fake news #CPEC https://t co/zkQeXDrH4F
1,Bilateral economic cooperation is picking up pace in the second phase of CPEC for the mutual benefit of both brotherly countries  maintained the Vice Chairman NDRC Mr  Ning-Jizhe  https://t co/gwscQ44vWF
1,CPEC Development Unhindered Despite Challenges: Asad Umar  https://t co/FMYVCibGo9
0,India wants Afghanistan to remain unstable  weak to use its soil against Pakistan and CPEC  @DifaeyPakistan  #PakSeeksPeaceInAfg
0,In my country  the CPEC project has been going on for a long time  but you people can't just build a bathroom  If you say so  we will build it and give it to you  Anyway  billions of dollars were wasted in Afghanistan  Some of this money would have become for  bathrooms  😂😂😂😂 https://t co/MMjJWZIXAB
1,@AmbNong @PlanComPakistan @ForeignOfficePk @CPECAuthority @Asad_Umar @MuradSaeedPTI Looking wonderful our beloved City Abbottabad  We love CPEC team because of hard work during completion of Beautiful ways all in Pakistan 
1,@ranaazeemfsd @DesiEscobar07 @TheWolfpackIN CPEC will transform Pakistan into Singapore 😂😂😂
1,I think Quetta  Muzaffarabad and Gilgit too deserve BRT like international transport system which are major cities located in CPEC route 
1,CM directed to keep in view needs of urban &amp; rural localities of the province in programme   He also directed to give importance to prepare training programme for hotel management  tourism &amp; nursing as per the future requirements of the CPEC  #OurHopeJamKamal @TeamPakDefense
1,Although  the inflows in Pakistan are much higher than the outflows  but business is business  China would surely help us in CPEC 2 0  import substitution  Karachi Circular Railway  military &amp; political ties  However  this is a strategic decision 
0,That too against CPEC Gul https://t co/zRSykNpRIx
0,Kamran Khan calls CPEC a trap and blasts what he calls outrageous 20% interest rate on Chinese electricity projects  says relations with China as well as the US are at their lowest ebb  mentions Imran-Xi phoner as 20 months old and no phoner with Biden   
1,CPEC #10th Joint Cooperation Committee (JCC) Meeting is in process in Islamabad today  Which is being co-chaired by Federal Minister for PD&amp;SI Asad Umar and Vice Chairman of NDRC China Mr  Ning Jizhe #10thJCC #CPEC #PakChinaFriendship 🇵🇰🇨🇳 https://t co/YLiqKupQSh
1,CPEC brings direct investment of US$ 25 4 billion to Pakistan: Ning Jizhe - https://t co/2h0fSJjqkM https://t co/yclFWewGJa
0,The people decide their own fate not any so called project or #CPEC  #Baloch people resisting in #Gwadar against all the odds    #Balochistan #FreeBritney #SquidGames #แก้วอเมซอน #MyUniverseMVOutNow #eFootball2022 #JuventusChelsea #उपेन_यादव_को_रिहा_करो #MUFC #Survivor #iKON https://t co/kuWy0S2Dh5
1,"Planning Minister Asad Umar said CPEC was a target of some forces in the world ""particularly our eastern neighbour whom it stings and there is no doubt about this""   "
0,@ChinaUrdu_ you know who is behind Kamran khan mochi  Asim salim bajwa and company  as soon as he is removed from cpec  he started game against china and its project 
0,It's better to remove unemployment from your nation then allowing other to devastate your productivity  creativity  Side impact of Cpec is that Pakistan will not be able to develop or create anything it will destroy your local market too  https://t co/O403a0KwH9
0,#Balochistan #naturalgasfields-#China of plundering the #economic wealth constr of #modern #transportation ntwrk #energyprojects  #SEZs u/ #CPEC #BalochFreedom #BalochResistance @AmrullahSaleh2 @AdityaRajKaul @dawn_com #BalochistanIsNotPakistan #SanctionPakistan https://t co/2SzgfHuoZW
1,CPEC development unhindered despite of challenges  says Asad Umar https://t co/5QPE60h7ep
0,The government approved the New Gwadar International Airport project at an upward revised cost of Rs51 3 billion  showing an increase of 138% in its construction price within five years amid a slow pace progress on an important #China-#Pakistan Economic Corridor (CPEC) scheme  https://t co/4VNS4R3ZUy
1,#PMIK  terms #Karachi coastal zone inclusion into #CPEC as a game changer  #APPNews #KarachiPort @PakPMO @GovtofPakistan  @MoIB_Official    https://t co/6Kl5dvOaNl via @appcsocialmedia https://t co/vzHiirIOSG
0,China gives shut up call on CPEC to PTI govt | Razi Naama | Rizwan Razi https://t co/O9HGYV2Tif via @YouTube
1,#PakistanBlueEconomy Hence  it is suffice to point out that the progress Pakistan is making particularly in its blue economy domain via CPEC is only due to the strong maritime security provided by our defence forces across the board     @A_Awan10 @PakAlphaFamily https://t co/jVwd78GBjw
1,To counter the new cold war mentality  Pakistan and China must develop a coordinated and cohesive counternarrative and maintain strategic clarity on main issues of mutual interest in the region: Mr  Mustafa Hyder Sayed  ED @pcipakchina https://t co/nONzkgGNgo
1,@AmbNong @CPEC_Official Congratulations to Chinese friends on their National Day  Best wishes!
0,Ali Zaidi coming with new way to grab land of Sindh  Multi-billion CPEC project to ‘place Karachi among world’s top port cities’ https://t co/yb28mxgx8x via @arynewsofficial
